conceptId,domain,subdomain,concept,objectiveId,learningObjective,questionType,difficulty,examWeight,marylandSpecific,questionTarget,status,sourceBasis,generationPrompt
md-lh-0098,General Insurance,Insurance Contracts,Competent parties,md-lh-0098-obj-1,Define Competent parties and identify its core purpose on the Maryland Life & Health exam.,Definition,Easy,Medium,No,10,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Competent parties' under General Insurance > Insurance Contracts. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0098,General Insurance,Insurance Contracts,Competent parties,md-lh-0098-obj-2,Identify Competent parties when it appears in a realistic client or producer scenario.,Scenario,Moderate,Medium,No,20,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Competent parties' under General Insurance > Insurance Contracts. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0098,General Insurance,Insurance Contracts,Competent parties,md-lh-0098-obj-3,"Compare Competent parties with closely related terms, products, provisions, or regulations.",Comparison,Moderate,Medium,No,10,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Competent parties' under General Insurance > Insurance Contracts. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0098,General Insurance,Insurance Contracts,Competent parties,md-lh-0098-obj-4,"Determine whether Competent parties is appropriate for a client's stated need, age, risk, or coverage goal.",Suitability,Prometric,Medium,No,20,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Competent parties' under General Insurance > Insurance Contracts. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0098,General Insurance,Insurance Contracts,Competent parties,md-lh-0098-obj-5,"Recognize common exam traps, misleading wording, or incorrect distractors involving Competent parties.",Trap/Distractor,Hard,Medium,No,20,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Competent parties' under General Insurance > Insurance Contracts. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0098,General Insurance,Insurance Contracts,Competent parties,md-lh-0098-obj-6,"Apply Maryland-specific or federal rules that may affect Competent parties, when applicable.",Maryland/Federal Rule,Prometric,Medium,No,10,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Competent parties' under General Insurance > Insurance Contracts. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0099,General Insurance,Insurance Contracts,Legal purpose,md-lh-0099-obj-1,Define Legal purpose and identify its core purpose on the Maryland Life & Health exam.,Definition,Easy,Medium,No,10,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Legal purpose' under General Insurance > Insurance Contracts. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0099,General Insurance,Insurance Contracts,Legal purpose,md-lh-0099-obj-2,Identify Legal purpose when it appears in a realistic client or producer scenario.,Scenario,Moderate,Medium,No,20,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Legal purpose' under General Insurance > Insurance Contracts. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0099,General Insurance,Insurance Contracts,Legal purpose,md-lh-0099-obj-3,"Compare Legal purpose with closely related terms, products, provisions, or regulations.",Comparison,Moderate,Medium,No,10,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Legal purpose' under General Insurance > Insurance Contracts. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0099,General Insurance,Insurance Contracts,Legal purpose,md-lh-0099-obj-4,"Determine whether Legal purpose is appropriate for a client's stated need, age, risk, or coverage goal.",Suitability,Prometric,Medium,No,20,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Legal purpose' under General Insurance > Insurance Contracts. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0099,General Insurance,Insurance Contracts,Legal purpose,md-lh-0099-obj-5,"Recognize common exam traps, misleading wording, or incorrect distractors involving Legal purpose.",Trap/Distractor,Hard,Medium,No,20,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Legal purpose' under General Insurance > Insurance Contracts. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0099,General Insurance,Insurance Contracts,Legal purpose,md-lh-0099-obj-6,"Apply Maryland-specific or federal rules that may affect Legal purpose, when applicable.",Maryland/Federal Rule,Prometric,Medium,No,10,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Legal purpose' under General Insurance > Insurance Contracts. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0100,General Insurance,Insurance Contracts,Aleatory contract,md-lh-0100-obj-1,Define Aleatory contract and identify its core purpose on the Maryland Life & Health exam.,Definition,Easy,Medium,No,10,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Aleatory contract' under General Insurance > Insurance Contracts. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0100,General Insurance,Insurance Contracts,Aleatory contract,md-lh-0100-obj-2,Identify Aleatory contract when it appears in a realistic client or producer scenario.,Scenario,Moderate,Medium,No,20,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Aleatory contract' under General Insurance > Insurance Contracts. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0100,General Insurance,Insurance Contracts,Aleatory contract,md-lh-0100-obj-3,"Compare Aleatory contract with closely related terms, products, provisions, or regulations.",Comparison,Moderate,Medium,No,10,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Aleatory contract' under General Insurance > Insurance Contracts. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0100,General Insurance,Insurance Contracts,Aleatory contract,md-lh-0100-obj-4,"Determine whether Aleatory contract is appropriate for a client's stated need, age, risk, or coverage goal.",Suitability,Prometric,Medium,No,20,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Aleatory contract' under General Insurance > Insurance Contracts. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0100,General Insurance,Insurance Contracts,Aleatory contract,md-lh-0100-obj-5,"Recognize common exam traps, misleading wording, or incorrect distractors involving Aleatory contract.",Trap/Distractor,Hard,Medium,No,20,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Aleatory contract' under General Insurance > Insurance Contracts. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0100,General Insurance,Insurance Contracts,Aleatory contract,md-lh-0100-obj-6,"Apply Maryland-specific or federal rules that may affect Aleatory contract, when applicable.",Maryland/Federal Rule,Prometric,Medium,No,10,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Aleatory contract' under General Insurance > Insurance Contracts. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0101,General Insurance,Insurance Contracts,Adhesion contract,md-lh-0101-obj-1,Define Adhesion contract and identify its core purpose on the Maryland Life & Health exam.,Definition,Easy,Medium,No,10,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Adhesion contract' under General Insurance > Insurance Contracts. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0101,General Insurance,Insurance Contracts,Adhesion contract,md-lh-0101-obj-2,Identify Adhesion contract when it appears in a realistic client or producer scenario.,Scenario,Moderate,Medium,No,20,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Adhesion contract' under General Insurance > Insurance Contracts. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0101,General Insurance,Insurance Contracts,Adhesion contract,md-lh-0101-obj-3,"Compare Adhesion contract with closely related terms, products, provisions, or regulations.",Comparison,Moderate,Medium,No,10,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Adhesion contract' under General Insurance > Insurance Contracts. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0101,General Insurance,Insurance Contracts,Adhesion contract,md-lh-0101-obj-4,"Determine whether Adhesion contract is appropriate for a client's stated need, age, risk, or coverage goal.",Suitability,Prometric,Medium,No,20,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Adhesion contract' under General Insurance > Insurance Contracts. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0101,General Insurance,Insurance Contracts,Adhesion contract,md-lh-0101-obj-5,"Recognize common exam traps, misleading wording, or incorrect distractors involving Adhesion contract.",Trap/Distractor,Hard,Medium,No,20,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Adhesion contract' under General Insurance > Insurance Contracts. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0101,General Insurance,Insurance Contracts,Adhesion contract,md-lh-0101-obj-6,"Apply Maryland-specific or federal rules that may affect Adhesion contract, when applicable.",Maryland/Federal Rule,Prometric,Medium,No,10,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Adhesion contract' under General Insurance > Insurance Contracts. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0102,General Insurance,Insurance Contracts,Unilateral contract,md-lh-0102-obj-1,Define Unilateral contract and identify its core purpose on the Maryland Life & Health exam.,Definition,Easy,Medium,No,10,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Unilateral contract' under General Insurance > Insurance Contracts. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0102,General Insurance,Insurance Contracts,Unilateral contract,md-lh-0102-obj-2,Identify Unilateral contract when it appears in a realistic client or producer scenario.,Scenario,Moderate,Medium,No,20,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Unilateral contract' under General Insurance > Insurance Contracts. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0102,General Insurance,Insurance Contracts,Unilateral contract,md-lh-0102-obj-3,"Compare Unilateral contract with closely related terms, products, provisions, or regulations.",Comparison,Moderate,Medium,No,10,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Unilateral contract' under General Insurance > Insurance Contracts. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0102,General Insurance,Insurance Contracts,Unilateral contract,md-lh-0102-obj-4,"Determine whether Unilateral contract is appropriate for a client's stated need, age, risk, or coverage goal.",Suitability,Prometric,Medium,No,20,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Unilateral contract' under General Insurance > Insurance Contracts. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0102,General Insurance,Insurance Contracts,Unilateral contract,md-lh-0102-obj-5,"Recognize common exam traps, misleading wording, or incorrect distractors involving Unilateral contract.",Trap/Distractor,Hard,Medium,No,20,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Unilateral contract' under General Insurance > Insurance Contracts. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0102,General Insurance,Insurance Contracts,Unilateral contract,md-lh-0102-obj-6,"Apply Maryland-specific or federal rules that may affect Unilateral contract, when applicable.",Maryland/Federal Rule,Prometric,Medium,No,10,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Unilateral contract' under General Insurance > Insurance Contracts. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0103,General Insurance,Insurance Contracts,Conditional contract,md-lh-0103-obj-1,Define Conditional contract and identify its core purpose on the Maryland Life & Health exam.,Definition,Easy,Medium,No,10,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Conditional contract' under General Insurance > Insurance Contracts. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0103,General Insurance,Insurance Contracts,Conditional contract,md-lh-0103-obj-2,Identify Conditional contract when it appears in a realistic client or producer scenario.,Scenario,Moderate,Medium,No,20,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Conditional contract' under General Insurance > Insurance Contracts. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0103,General Insurance,Insurance Contracts,Conditional contract,md-lh-0103-obj-3,"Compare Conditional contract with closely related terms, products, provisions, or regulations.",Comparison,Moderate,Medium,No,10,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Conditional contract' under General Insurance > Insurance Contracts. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0103,General Insurance,Insurance Contracts,Conditional contract,md-lh-0103-obj-4,"Determine whether Conditional contract is appropriate for a client's stated need, age, risk, or coverage goal.",Suitability,Prometric,Medium,No,20,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Conditional contract' under General Insurance > Insurance Contracts. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0103,General Insurance,Insurance Contracts,Conditional contract,md-lh-0103-obj-5,"Recognize common exam traps, misleading wording, or incorrect distractors involving Conditional contract.",Trap/Distractor,Hard,Medium,No,20,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Conditional contract' under General Insurance > Insurance Contracts. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0103,General Insurance,Insurance Contracts,Conditional contract,md-lh-0103-obj-6,"Apply Maryland-specific or federal rules that may affect Conditional contract, when applicable.",Maryland/Federal Rule,Prometric,Medium,No,10,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Conditional contract' under General Insurance > Insurance Contracts. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0104,General Insurance,Insurance Contracts,Personal contract,md-lh-0104-obj-1,Define Personal contract and identify its core purpose on the Maryland Life & Health exam.,Definition,Easy,Medium,No,10,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Personal contract' under General Insurance > Insurance Contracts. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0104,General Insurance,Insurance Contracts,Personal contract,md-lh-0104-obj-2,Identify Personal contract when it appears in a realistic client or producer scenario.,Scenario,Moderate,Medium,No,20,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Personal contract' under General Insurance > Insurance Contracts. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0104,General Insurance,Insurance Contracts,Personal contract,md-lh-0104-obj-3,"Compare Personal contract with closely related terms, products, provisions, or regulations.",Comparison,Moderate,Medium,No,10,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Personal contract' under General Insurance > Insurance Contracts. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0104,General Insurance,Insurance Contracts,Personal contract,md-lh-0104-obj-4,"Determine whether Personal contract is appropriate for a client's stated need, age, risk, or coverage goal.",Suitability,Prometric,Medium,No,20,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Personal contract' under General Insurance > Insurance Contracts. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0104,General Insurance,Insurance Contracts,Personal contract,md-lh-0104-obj-5,"Recognize common exam traps, misleading wording, or incorrect distractors involving Personal contract.",Trap/Distractor,Hard,Medium,No,20,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Personal contract' under General Insurance > Insurance Contracts. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0104,General Insurance,Insurance Contracts,Personal contract,md-lh-0104-obj-6,"Apply Maryland-specific or federal rules that may affect Personal contract, when applicable.",Maryland/Federal Rule,Prometric,Medium,No,10,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Personal contract' under General Insurance > Insurance Contracts. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0105,General Insurance,Insurance Contracts,Representations,md-lh-0105-obj-1,Define Representations and identify its core purpose on the Maryland Life & Health exam.,Definition,Easy,Medium,No,10,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Representations' under General Insurance > Insurance Contracts. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0105,General Insurance,Insurance Contracts,Representations,md-lh-0105-obj-2,Identify Representations when it appears in a realistic client or producer scenario.,Scenario,Moderate,Medium,No,20,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Representations' under General Insurance > Insurance Contracts. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0105,General Insurance,Insurance Contracts,Representations,md-lh-0105-obj-3,"Compare Representations with closely related terms, products, provisions, or regulations.",Comparison,Moderate,Medium,No,10,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Representations' under General Insurance > Insurance Contracts. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0105,General Insurance,Insurance Contracts,Representations,md-lh-0105-obj-4,"Determine whether Representations is appropriate for a client's stated need, age, risk, or coverage goal.",Suitability,Prometric,Medium,No,20,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Representations' under General Insurance > Insurance Contracts. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0105,General Insurance,Insurance Contracts,Representations,md-lh-0105-obj-5,"Recognize common exam traps, misleading wording, or incorrect distractors involving Representations.",Trap/Distractor,Hard,Medium,No,20,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Representations' under General Insurance > Insurance Contracts. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0105,General Insurance,Insurance Contracts,Representations,md-lh-0105-obj-6,"Apply Maryland-specific or federal rules that may affect Representations, when applicable.",Maryland/Federal Rule,Prometric,Medium,No,10,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Representations' under General Insurance > Insurance Contracts. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0106,General Insurance,Insurance Contracts,Warranties,md-lh-0106-obj-1,Define Warranties and identify its core purpose on the Maryland Life & Health exam.,Definition,Easy,Medium,No,10,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Warranties' under General Insurance > Insurance Contracts. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0106,General Insurance,Insurance Contracts,Warranties,md-lh-0106-obj-2,Identify Warranties when it appears in a realistic client or producer scenario.,Scenario,Moderate,Medium,No,20,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Warranties' under General Insurance > Insurance Contracts. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0106,General Insurance,Insurance Contracts,Warranties,md-lh-0106-obj-3,"Compare Warranties with closely related terms, products, provisions, or regulations.",Comparison,Moderate,Medium,No,10,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Warranties' under General Insurance > Insurance Contracts. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0106,General Insurance,Insurance Contracts,Warranties,md-lh-0106-obj-4,"Determine whether Warranties is appropriate for a client's stated need, age, risk, or coverage goal.",Suitability,Prometric,Medium,No,20,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Warranties' under General Insurance > Insurance Contracts. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0106,General Insurance,Insurance Contracts,Warranties,md-lh-0106-obj-5,"Recognize common exam traps, misleading wording, or incorrect distractors involving Warranties.",Trap/Distractor,Hard,Medium,No,20,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Warranties' under General Insurance > Insurance Contracts. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0106,General Insurance,Insurance Contracts,Warranties,md-lh-0106-obj-6,"Apply Maryland-specific or federal rules that may affect Warranties, when applicable.",Maryland/Federal Rule,Prometric,Medium,No,10,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Warranties' under General Insurance > Insurance Contracts. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0107,General Insurance,Insurance Contracts,Concealment,md-lh-0107-obj-1,Define Concealment and identify its core purpose on the Maryland Life & Health exam.,Definition,Easy,Medium,No,10,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Concealment' under General Insurance > Insurance Contracts. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0107,General Insurance,Insurance Contracts,Concealment,md-lh-0107-obj-2,Identify Concealment when it appears in a realistic client or producer scenario.,Scenario,Moderate,Medium,No,20,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Concealment' under General Insurance > Insurance Contracts. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0107,General Insurance,Insurance Contracts,Concealment,md-lh-0107-obj-3,"Compare Concealment with closely related terms, products, provisions, or regulations.",Comparison,Moderate,Medium,No,10,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Concealment' under General Insurance > Insurance Contracts. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0107,General Insurance,Insurance Contracts,Concealment,md-lh-0107-obj-4,"Determine whether Concealment is appropriate for a client's stated need, age, risk, or coverage goal.",Suitability,Prometric,Medium,No,20,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Concealment' under General Insurance > Insurance Contracts. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0107,General Insurance,Insurance Contracts,Concealment,md-lh-0107-obj-5,"Recognize common exam traps, misleading wording, or incorrect distractors involving Concealment.",Trap/Distractor,Hard,Medium,No,20,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Concealment' under General Insurance > Insurance Contracts. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
